item_name,item_price,item_max_discounted_price,user_id,star_rating,review_date,review_cont,img_addrs_str
애플 펜슬 Apple Pencil 2세대,195000,183300,y31**,5,2023.05.05,배송도 빠르고 제품도 깔끔하네요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230505092207898.jpg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230505092226634.jpg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230505092246609.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,lba***************,5,2023.05.04,포장 안전하게 배송 되었고 카트 혜택으로 쿠x보다 저렴하게 구매했어요,
애플 펜슬 Apple Pencil 2세대,195000,183300,cri*****,5,2023.05.04,빠른배송 친절한상담 감사드립니다,
애플 펜슬 Apple Pencil 2세대,195000,183300,pth*************,5,2023.05.04,애플펜슬 너무 좋아요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230504105739581.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,wl5*************,5,2023.05.04,꼼꼼한포장 빠른배송 좋네요 패드랑같이 충전되는방식이라 그런지 펜만들어있고 충전기는  없네요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230504082304899.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,mjs**************,5,2023.05.02,"빠른배송 굿 애플정품 굿",
애플 펜슬 Apple Pencil 2세대,195000,183300,dks*******,5,2023.05.01,애플펜슬 카드할인 받아서 잘 구입했습니다,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230501073415159.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,dss************,5,2023.05.01,이상없이 잘 되고 좋아요,
애플 펜슬 Apple Pencil 2세대,195000,183300,wja***************,5,2023.04.30,가격대비 만족합니다 배송도 빠르고 좋아요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230430061441255.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,yun****,5,2023.05.07,좋아요  최상의 상태로  왔네요,
애플 펜슬 Apple Pencil 2세대,195000,183300,y31**,5,2023.05.05,배송도 빠르고 제품도 깔끔하네요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230505092207898.jpg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230505092226634.jpg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230505092246609.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,lba***************,5,2023.05.04,포장 안전하게 배송 되었고 카트 혜택으로 쿠x보다 저렴하게 구매했어요,
애플 펜슬 Apple Pencil 2세대,195000,183300,cri*****,5,2023.05.04,빠른배송 친절한상담 감사드립니다,
애플 펜슬 Apple Pencil 2세대,195000,183300,pth*************,5,2023.05.04,애플펜슬 너무 좋아요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230504105739581.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,wl5*************,5,2023.05.04,꼼꼼한포장 빠른배송 좋네요 패드랑같이 충전되는방식이라 그런지 펜만들어있고 충전기는  없네요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230504082304899.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,mjs**************,5,2023.05.02,"빠른배송 굿 애플정품 굿",
애플 펜슬 Apple Pencil 2세대,195000,183300,dks*******,5,2023.05.01,애플펜슬 카드할인 받아서 잘 구입했습니다,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230501073415159.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,dss************,5,2023.05.01,이상없이 잘 되고 좋아요,
애플 펜슬 Apple Pencil 2세대,195000,183300,wja***************,5,2023.04.30,가격대비 만족합니다 배송도 빠르고 좋아요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230430061441255.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,hyu****************,5,2023.04.28,"빠르게 도착했네요.만족합니다",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230428105149349.jpg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230428105202443.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,app****,5,2023.04.27,"역쉬  하이마트 쿠*보다 적립금 더 챙겨줘서 더 이득입니다포장 엄청 꼼꼼파손없이 안전하게 왔습니다~!사용해보니 넘 좋습니다~!",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230427114932966.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,cym****,5,2023.04.27,빨리 잘받았습니다.,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230427082946760.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,kim*****,5,2023.04.25,"잘사용하고 있어요 애플 패드. 펜슬 아이가 좋아하네요 비싼 만큼 화질, 기능 다 좋아요 활용 잘 했으면 좋겠어요",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230425040745363.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,ksh********,5,2023.04.24,할인할때 잘 구매했어용~~ 파손되지 않게 와서 넘 기쁘고요 앞으로 아이패드에서 필기할때 잘 쓸께용,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230424103145456.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,ere******,5,2023.04.24,역시 애플은 너무 좋아요~ 애플펜슬 유용해서 아주 만족스럽습니다. 배송도 넘 빠르고 좋네요 감사합니다~,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230424103001092.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,mak*****,5,2023.04.24,빠른 배송에 만족합니다,
애플 펜슬 Apple Pencil 2세대,195000,183300,saf***,5,2023.04.22,배송빠르고.  만족합니다,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230422063507678.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,jmi*****,5,2023.04.22,빠른 배송과 제품이 정말 좋습니다.,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230422060048815.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,c94****,5,2023.04.21,정품 좋아요 정품이라 배송도 빠름,
애플 펜슬 Apple Pencil 2세대,195000,183300,eye****,5,2023.04.21,"아이패드 구매후 펜을 구매했네요 싼건아니지만 카드할인 받고 구매했어요",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230421095245080.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,bam****************,5,2023.04.20,"애플펜슬 귀엽 !!! 너무너무 행복해요 지금제조일 굿굿",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230420083543285.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,mov**************,5,2023.04.19,"행사해서 저렴하게 삿어요ㅡ에어랑 고민하다가 프로로 구입.큰아이는 3세대 쓰는데, 작은아이껄로 구입햇어요ㅡ다행이 케이스랑 필름이랑호환이되네요ㅡ아이가 너므좋아해요ㅡ잘쓸께요",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230419082122193.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,chi******,5,2023.04.19,"포장상태도 양호하고, 빠르게 잘 받았습니다.가격은  조금 조금씩 내리내요ㅜㅜ",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230419125752237.jpg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230419125828031.jpg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230419125856234.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,72j**,5,2023.04.19,배송빠르고  애플행사로   백화점보다  착한가격에 구입했습니다.,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230419084034002.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,dld********,5,2023.04.18,"배송 빠르고 좋습니다!(사진은 펜촉에 마스킹 테이프 붙인거에요 ㅎ)",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230418022121184.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,ohk****************,5,2023.04.18,빠르게 잘 받았습니다,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230418120041193.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,cho***************,5,2023.04.17,"아이가 엄청 좋아하네요배송도 빨라요^^",
애플 펜슬 Apple Pencil 2세대,195000,183300,lee****,5,2023.04.17,스마트픽으로 구매했는데 배송 빠르고 저렴해요~,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230417061900881.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,soh****,5,2023.04.16,배송빠르고 저럼하게 잘 샀어요.,
애플 펜슬 Apple Pencil 2세대,195000,183300,bun*******,5,2023.04.15,가격도 저렴한데 배송도 빠르고 너무 좋아요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230415082648133.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,khg****,5,2023.04.15,포장은 너무 꼼꼼해서 박스손상 1도 없이 잘받았습니다. 펜슬은 성능이 좋네요.,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230415022136275.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,eli****,5,2023.04.14,익일배송 뿐만 이리라 필기감 성능 전부 대만족합니다,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230414045242478.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,nic****,5,2023.04.13,"드디어 샀습니다.잘 받았습니다.생각보다 더 좋습니다.통장 잔고는 슬프지만 기부니는 몹시 좋습니다.잘 써집니다. 기분이가 더 좋아집니다.소중하게 다루기 위해 케이스도 따로 주문했습니다.오래오래 잘 썼으면 좋겠습니다.뿅",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230413061417412.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,chs***************,5,2023.04.13,원가보다 저렴하게 구매했어요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230413060648494.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,kmj****,5,2023.04.12,"하루만에 받았어요^^빠른배송감사해요",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230412073834235.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,gui*****************,5,2023.04.12,애플펜슬입니다 좋네요 일요일주문 화요일배송완료,
애플 펜슬 Apple Pencil 2세대,195000,183300,cjs******,5,2023.04.11,ㅠㅠㅠㅠ아니 왜케 칼배송이죠ㅠㅠ감사합니다,
애플 펜슬 Apple Pencil 2세대,195000,183300,sle**************,5,2023.04.11,배송빠르고 좋아요 ㅎㅎ,
애플 펜슬 Apple Pencil 2세대,195000,183300,sle**************,5,2023.04.11,배송빠르고 좋아요 ㅎㅎ,
애플 펜슬 Apple Pencil 2세대,195000,183300,Aze*****,5,2023.04.09,배송 빨라서 넘 좋았어요. 아이가 패드 사용하고 있는데 필요하다고 해서 주문했어요. 믿고 주문하는 하이마트~~,
애플 펜슬 Apple Pencil 2세대,195000,183300,ts4***************,5,2023.04.09,"배송 정말 빨라요^^제조일도 최근이라 다행이에요~감사합니다",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230409011807264.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,a01*******************,5,2023.04.07,배송도빠르고 제품 만족해요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230407072555065.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,myn*****************,5,2023.04.07,배송 빠르고 제품이야 뭐~~~,
애플 펜슬 Apple Pencil 2세대,195000,183300,oli*****,5,2023.04.06,가격은 비싸지만 정품이라 믿을 수 있고 좋아요.,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230406103106577.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,bdo***,5,2023.04.06,"딸아이 고등학교 생활에 조금이나마 도움되도록 아이패드와 애플펜슬 2세대 사 주워더니 엄청 좋아하네요",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230406084135584.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,cho*****,5,2023.04.06,잃어버려서 또 샀어요ㅜ 맘에 들어요.,
애플 펜슬 Apple Pencil 2세대,195000,183300,kao*****,5,2023.04.06,필기감이 아주 좋네요^^ 양품이고 할인도 들어가고.. 좋습니다. 강추에요.,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230406123128343.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,ber****************,5,2023.04.05,펜슬 좋은 가격에 빠른 배송까지 추천합니다!!,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230405092950540.jpg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230405092956933.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,mig***************,5,2023.04.05,빠른배송 감사해요~~~,
애플 펜슬 Apple Pencil 2세대,195000,183300,dyo*****,5,2023.04.05,"꼼꼼하게 포장 되어  잘  받았습니다.패드랑 연동도  잘 되어  잘 사용하겠습니다.",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230405075951944.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,pim*******************,5,2023.04.05,다음날 배송해주셔서 빠르고 안전하게 받았습니다! 역시 믿고 쓰는 하이마트,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230405071011164.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,902***************,5,2023.04.05,아이패드 단짝 펜슬도 같이 구매합니다! 넘 좋네요,
애플 펜슬 Apple Pencil 2세대,195000,183300,sel***,5,2023.04.03,가볍고 필기감  좋고 만족합니다,
애플 펜슬 Apple Pencil 2세대,195000,183300,eee************,5,2023.04.02,좋아요. 배송 빨라요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230402110824318.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,hiy******,5,2023.04.01,"애플은 참 너무하네요 패드 따로 펜 따로 살게 많아요ㅠ필름 케이스 펜옷까지ㅠ쨌든 여기가 젤 저렴해서 구입짭 사려다 그래도 정품이 좋겠지싶어 주문했는데 역시 좋다네요 굿굿",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230401060803060.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,kim******,5,2023.04.01,아이패드 에어를 더 잘 사용하는데 도움이 되네요. 충전하는 방식도 좋구요.,
애플 펜슬 Apple Pencil 2세대,195000,183300,sh8*****,5,2023.04.01,좋네요~최고예요!!!,
애플 펜슬 Apple Pencil 2세대,195000,183300,dbs******,5,2023.03.30,성능도 좋고 그립감도 좋아요  애플의 특 가격이 좀 비싼거만 빼면 아이패드랑 떼려야 뗄 수 없는 사이,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230330072226324.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,chy**************,5,2023.03.29,배송도 빠르고 카드 할인받아 좋네요.,
애플 펜슬 Apple Pencil 2세대,195000,183300,jab****,5,2023.03.29,펜이 좀비싸네요 왜 따로 파는지참..,
애플 펜슬 Apple Pencil 2세대,195000,183300,vir*****,5,2023.03.28,좋아요 굿굿 좋아요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230328012730991.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,ims************,5,2023.03.27,배송겁나빠르고 좋은가격에 샀어요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_1679904264222.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,h1k**,5,2023.03.27,"저렴하게 잘사긴 했는데 사실 펜하나에 이가격이라 첨엔 깜놀...  . 배송도 빠르고... 패드가 도착이 늦어...같이산 프로 4세대 11 패드는 왜이리도 버벅 되는지....",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_1679896085362.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,wow*************,5,2023.03.25,좋아용 만족스럽습니다^^,
애플 펜슬 Apple Pencil 2세대,195000,183300,zer***************,5,2023.03.25,엄청난 빠른 배송 감사 합니다,
애플 펜슬 Apple Pencil 2세대,195000,183300,kaz*****,5,2023.03.25,좋아조아하 너무아저룰,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230325023433994.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,sui******,5,2023.03.24,배송 매우 빠름^^,
애플 펜슬 Apple Pencil 2세대,195000,183300,ntn**,5,2023.03.24,빠르게 잘받았습니다.,
애플 펜슬 Apple Pencil 2세대,195000,183300,qez*******,5,2023.03.24,배송도 빠르고 상품고 이상없습니다~,
애플 펜슬 Apple Pencil 2세대,195000,183300,win*****,5,2023.03.23,"카드 할인 받아서 좋은 가격에 구입했어요 배송도 진짜 빠르네요",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230323012526448.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,jul****,5,2023.03.22,쓸때 촉감이 좋네요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230322080808672.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,psy*******,5,2023.03.22,빠른배송 굳드어류듀너튜,
애플 펜슬 Apple Pencil 2세대,195000,183300,yan*****,5,2023.03.21,믿고 구입합니다. 잘 사용할게요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230321094819373.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,kkr*****,5,2023.03.21,"빠른 배송, 저렴하게 잘 샀습니다",
애플 펜슬 Apple Pencil 2세대,195000,183300,sis****,5,2023.03.19,"카드 이벤트로 저렴하게 구매했습니다.빠른 배송 감사합니다~",
애플 펜슬 Apple Pencil 2세대,195000,183300,tin****,5,2023.03.19,입학 선물로 받았는데 최고 입니다,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230319120635423.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,mdo***************,5,2023.03.19,배송빠르고매우만족합니다,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230319024609048.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,han****,5,2023.03.18,포장 하나 없이 상품 이렇게 받고싶으면 하이마트에서 주문 하세요~,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230318063753819.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,kme***,5,2023.03.18,좋아요 매우 줗아요,
애플 펜슬 Apple Pencil 2세대,195000,183300,moo****,5,2023.03.17,선물로 줬는데 아주 만족하네요,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230317090110702.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,sen****,5,2023.03.17,빨리 아이패드 프로 도착했으면 좋겠다,
애플 펜슬 Apple Pencil 2세대,195000,183300,gus*******,5,2023.03.17,"구매한 날 배송시작해서 다음 날 받았어용 ㅠㅠㅠㅠㅠ빠른 배송 굳굳 영롱하네요 진짜 ㅋㅋㅋㅋ애플 처음이라 신가하네용 ㅎㅎ 좋아용",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230317074708476.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,Kwa****************,5,2023.03.17,빠른배송 감사합니다..,
애플 펜슬 Apple Pencil 2세대,195000,183300,cel******,5,2023.03.16,그립감도 좋고 진짜 펜슬처럼 부드럽게 잘 인식되네요.,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230316090406077.jpeg|http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230316090419714.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,gus****,5,2023.03.16,"공부할때 많은 도움이 된다고 합니다배송도 빨라요.이뻐요",
애플 펜슬 Apple Pencil 2세대,195000,183300,mar*****,5,2023.03.16,원하던상품을 저렴하게 구매해서 만족,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230316062111632.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,srh*****,5,2023.03.16,빠른배송에 감사드려요.,
애플 펜슬 Apple Pencil 2세대,195000,183300,pjy**************,5,2023.03.16,"빠르고 정확하게 주문한 물품 잘 받았어요.만족해요~~~",
애플 펜슬 Apple Pencil 2세대,195000,183300,zza*******************,5,2023.03.15,선물로 아주좋아요!!,
애플 펜슬 Apple Pencil 2세대,195000,183300,ruy****************,5,2023.03.14,"패드를 사고 펜슬을 따로 구입하였습니다국민카드 할인적용으로 다른곳보다 조금 더 저렴하게 산것 같습니다배달은 완전 굿 오늘주문하고 내일 바로 배송",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230314025931784.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,exm***************,5,2023.03.13,"감사합니다배송 너무 좋아요",
애플 펜슬 Apple Pencil 2세대,195000,183300,tnt**************,5,2023.03.13,빠른 배송 안전한배송 짱,http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230313105217582.jpg
애플 펜슬 Apple Pencil 2세대,195000,183300,lee*****************,5,2023.03.13,새상품 잘받았어요~,
애플 펜슬 Apple Pencil 2세대,195000,183300,kks****,5,2023.03.12,"완전 저렴하게 잘 구매했습니다.또 빠른배송도 감사합니다.역시 하이마트 최곱니다!!",http://static2.e-himart.co.kr/contents/content/upload/goodsComments/0001380570/goodsComments_20230312061140549.jpeg
애플 펜슬 Apple Pencil 2세대,195000,183300,ilg*****,5,2023.03.12,정말 빠른 배송 감사합니다~,
